name,octagon_debut,height,weight,reach,leg_reach,sig_strikes_landed_per_minute,sig_strikes_absorbed_per_minute,takedowns_avg,submission_avg,knockdown_avg,fight_time_avg
daria zhelezniakova,"Mar. 23, 2024",69.0,136.0,68.0,41.0,5.0,3.0,0.44,0.0,0.0,677
darian weeks,"Dec. 4, 2021",71.5,170.5,72.0,40.0,4.0,5.0,2.0,0.0,0.0,900
darko stosic,"Jul. 22, 2018",72.0,205.0,76.0,42.0,3.0,4.0,3.42,0.0,0.0,723
daron cruickshank,"Jun. 2, 2012",68.0,155.0,72.0,39.1,3.0,3.0,2.04,0.23,0.57,611
darrel gholar,"Jan. 8, 1999",68.0,198.0,72.7,39.4,0.0,0.0,0.0,0.0,0.0,0
darrell horcher,"Apr. 17, 2016",70.0,155.0,72.0,38.5,2.0,4.0,0.35,0.69,0.0,652
darrell montague,"Oct. 20, 2013",66.0,125.5,67.0,37.6,2.0,5.0,0.72,1.44,0.0,416
darren elkins,"Mar. 21, 2010",70.0,145.0,71.0,39.0,3.0,3.0,2.87,1.07,0.09,701
darren stewart,"Nov. 20, 2016",72.0,204.5,74.0,41.5,3.0,3.0,1.75,0.12,0.23,550
darren till,"May. 30, 2015",72.0,184.5,74.5,42.0,2.0,3.0,0.55,0.0,0.46,816
darren uyenoyama,"Nov. 12, 2011",66.0,125.0,64.0,37.7,1.0,2.0,1.42,0.71,0.0,607
darrick minner,"Feb. 29, 2020",67.0,146.0,69.5,39.0,3.0,2.0,2.4,2.71,0.3,428
darrill schoonover,"Dec. 5, 2009",74.0,254.0,77.7,42.7,1.0,4.0,0.0,1.13,0.0,800
darrius flowers,"Jul. 29, 2023",69.0,170.0,71.0,39.0,3.0,5.0,0.98,0.0,0.0,459
dashawn boatwright,"Sep. 27, 2025",72.0,204.0,76.0,41.0,0.0,53.0,0.0,0.0,0.0,8
dashon johnson,"Jun. 28, 2014",67.0,146.0,70.0,38.9,1.0,4.0,0.85,0.85,0.0,533
dave beneteau,"Apr. 7, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
dave berry,"Sep. 20, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
dave galera,"Jan. 4, 2014",71.0,136.0,71.9,40.1,2.0,1.0,0.0,2.0,0.0,900
dave herman,"Jun. 12, 2011",76.0,242.0,76.0,44.5,5.0,4.0,1.49,0.0,1.0,302
dave kaplan,"Dec. 13, 2008",66.0,156.0,67.8,38.7,3.0,4.0,4.88,0.7,0.0,646
dave menne,"Mar. 10, 2000",70.0,171.0,72.4,39.5,2.0,2.0,0.46,2.51,0.0,658
dave strasser,"Apr. 25, 2003",70.0,170.0,71.2,39.5,3.0,2.0,0.72,0.0,0.0,415
davey grant,"Dec. 1, 2013",68.0,136.0,69.0,40.0,5.0,4.0,1.04,0.17,0.35,738
davi costa,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
davi ramos,"Mar. 12, 2017",66.0,156.0,70.0,37.5,3.0,3.0,1.95,0.58,0.0,660
david baron,"Oct. 18, 2008",66.0,155.0,68.8,38.3,1.0,3.0,0.0,1.13,0.0,799
david bielkheden,"Mar. 1, 2008",70.0,157.0,71.4,40.4,1.0,2.0,2.65,0.0,0.0,595
david branch,"Jul. 3, 2010",73.0,185.5,78.0,42.0,2.0,2.0,2.55,0.0,0.18,549
david dodd,"Jul. 16, 1999",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
david dvorak,"Mar. 14, 2020",65.0,125.5,68.5,37.0,3.0,3.0,0.58,0.19,0.0,773
david heath,"Aug. 26, 2006",71.0,205.0,73.4,41.2,1.0,5.0,0.33,0.98,0.0,551
david hood,"Sep. 8, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
david lee,"Sep. 23, 2006",70.0,155.0,69.8,40.1,1.0,3.0,0.0,0.0,0.0,263
david levicki,"Mar. 11, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
david loiseau,"Apr. 25, 2003",72.0,185.0,74.3,41.1,2.0,4.0,0.43,0.14,0.57,696
david martinez,"Mar. 29, 2025",65.0,135.0,67.5,37.5,5.0,3.0,0.0,0.0,0.43,693
david michaud,"May. 24, 2014",69.0,156.0,72.0,40.5,3.0,4.0,2.53,0.72,0.0,832
david onama,"Oct. 23, 2021",71.0,146.0,74.0,40.0,5.0,5.0,1.08,0.46,0.62,726
david terrell,"Aug. 21, 2004",72.0,184.0,73.7,40.7,2.0,3.0,5.54,5.54,1.85,162
david teymur,"Feb. 27, 2016",69.0,156.0,73.0,41.0,5.0,4.0,0.94,0.0,0.71,638
david velasquez,"Mar. 10, 2000",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
david zawada,"Jul. 22, 2018",72.0,170.5,75.0,41.5,4.0,5.0,0.97,1.69,0.24,743
dayana da silva santos,"Sep. 27, 2025",68.2,134.8,67.1,38.0,6.0,6.0,0.0,0.0,0.0,900
deanna bennett,"Dec. 1, 2017",64.0,126.0,68.0,37.5,3.0,3.0,0.0,1.0,0.0,900
dean barry,"Sep. 27, 2025",70.0,170.5,72.0,39.0,9.0,5.0,0.0,0.0,3.88,232
dean lister,"May. 27, 2006",73.0,186.0,74.4,42.2,1.0,3.0,1.81,1.13,0.0,662
deiveson figueiredo,"Jun. 3, 2017",65.0,135.0,68.0,38.0,3.0,4.0,1.69,1.37,0.75,758
delson heleno,"Jun. 24, 2012",71.0,185.0,75.4,41.5,1.0,5.0,0.0,0.0,0.0,261
demetrious johnson,"Feb. 5, 2011",63.0,125.0,66.0,34.5,3.0,2.0,3.35,0.52,0.16,1076
demian maia,"Oct. 20, 2007",73.0,170.5,72.0,42.5,2.0,2.0,2.49,0.99,0.04,745
denis kang,"Jan. 17, 2009",71.0,185.0,75.4,41.5,2.0,5.0,3.53,0.88,0.44,680
denis stojnic,"Feb. 7, 2009",71.0,241.0,74.9,42.5,2.0,6.0,0.0,0.99,0.0,456
denis tiuliulin,"Mar. 26, 2022",73.0,191.5,77.0,43.0,4.0,5.0,0.96,0.0,0.64,470
denise gomes,"Sep. 17, 2022",62.0,115.0,63.0,35.5,5.0,3.0,1.19,0.85,0.51,664
dennis bermudez,"Dec. 4, 2011",66.0,155.8,66.0,38.0,4.0,3.0,3.89,1.07,0.38,695
dennis bryant,"Sep. 27, 2025",73.0,205.5,72.0,40.8,11.0,11.0,0.0,0.0,0.0,108
dennis buzukja,"Aug. 5, 2023",69.0,155.5,70.5,39.0,4.0,5.0,0.63,0.21,0.42,712
dennis hallman,"Dec. 16, 2000",69.0,159.0,72.3,40.1,1.0,2.0,1.79,2.15,0.18,448
dennis siver,"Apr. 21, 2007",65.0,146.0,70.0,38.0,4.0,3.0,0.87,0.33,0.47,641
denys bondar,"Jan. 1, 2021",66.0,136.7,69.0,38.0,5.0,5.0,3.99,0.0,0.0,527
dequan townsend,"Jun. 29, 2019",75.0,186.0,79.0,43.0,1.0,4.0,0.0,0.0,0.0,734
derek brunson,"Aug. 19, 2012",73.0,185.5,77.0,43.0,4.0,3.0,3.14,0.61,0.54,517
derek downey,"Feb. 7, 2009",71.0,186.0,73.1,40.5,0.0,3.0,2.4,0.0,0.0,375
deron winn,"Jun. 22, 2019",66.0,205.0,70.0,37.0,5.0,6.0,4.28,0.0,0.0,800
derrick krantz,"Sep. 27, 2025",70.0,169.0,72.0,39.0,2.0,4.0,3.18,0.8,0.0,566
derrick lewis,"Apr. 19, 2014",75.0,261.0,79.0,43.5,3.0,2.0,0.56,0.0,0.62,532
derrick noble,"Apr. 15, 2006",69.0,169.0,71.6,40.6,6.0,4.0,0.0,0.0,0.0,174
desmond green,"Apr. 9, 2017",71.0,155.2,73.0,40.0,4.0,3.0,1.62,0.0,0.16,796
desmond torres,"Sep. 27, 2025",68.0,135.0,69.1,38.2,5.0,12.0,0.0,0.0,0.0,275
devin clark,"Jul. 14, 2016",72.0,221.0,75.0,41.0,3.0,3.0,2.17,0.08,0.23,684
devin powell,"Jan. 16, 2017",72.0,155.0,73.0,41.0,3.0,4.0,0.0,0.64,0.32,703
devin smyth,"Sep. 27, 2025",69.6,171.0,73.5,39.8,3.0,7.0,4.0,0.0,0.0,900
devonte smith,"Nov. 10, 2018",69.0,156.0,76.0,41.0,5.0,4.0,0.35,0.35,1.04,371
dhiego lima,"Jul. 6, 2014",74.0,171.0,75.0,42.5,3.0,4.0,1.26,0.63,0.32,520
diana belbita,"Oct. 18, 2019",67.0,125.5,68.0,38.0,6.0,7.0,0.86,0.0,0.17,652
diego brandao,"Dec. 4, 2011",67.0,146.0,68.0,38.0,3.0,3.0,3.21,0.57,0.57,476
diego ferreira,"Jun. 28, 2014",69.0,173.0,74.0,40.5,5.0,3.0,0.82,0.55,0.27,583
diego henrique da silva,"Sep. 27, 2025",74.0,185.0,77.0,42.0,3.0,3.0,0.0,0.0,0.0,900
diego lopes,"May. 6, 2023",71.0,145.0,72.5,41.0,4.0,5.0,0.79,1.74,0.79,631
diego nunes,"Jan. 2, 2011",66.0,145.0,68.2,38.1,3.0,3.0,1.18,0.55,0.27,900
diego rivas,"Nov. 9, 2014",68.0,136.0,69.0,39.0,1.0,2.0,1.79,0.89,0.3,756
diego sanchez,"Apr. 9, 2005",70.0,170.0,72.5,40.0,3.0,3.0,1.51,0.83,0.25,714
diego saraiva,"Feb. 3, 2007",66.0,156.0,67.8,38.7,2.0,4.0,1.33,0.67,0.0,900
dieusel berto,"Jul. 12, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
dileno lopes,"Aug. 1, 2015",65.0,135.0,65.0,37.0,2.0,3.0,2.5,1.5,0.0,900
din thomas,"Jun. 29, 2001",70.0,156.0,71.5,40.0,2.0,3.0,1.38,1.22,0.15,654
dinis paiva,"Sep. 27, 2025",68.4,145.5,69.7,38.7,3.0,3.0,0.0,0.0,1.0,900
dion staring,"Jan. 13, 2013",73.0,240.0,77.6,43.1,1.0,5.0,0.0,0.0,0.0,691
dione barbosa,"May. 4, 2024",66.0,125.5,65.5,39.0,2.0,2.0,2.23,1.95,0.0,646
diyar nurgozhay,"Mar. 15, 2025",74.0,205.5,74.0,40.0,3.0,3.0,2.54,0.0,0.85,355
djorden santos,"Mar. 8, 2025",72.0,185.5,75.5,41.0,7.0,6.0,1.0,0.0,0.0,900
dmitrei stepanov,"May. 30, 1997",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
dmitrii smoliakov,"Jul. 24, 2016",74.0,262.0,74.0,44.0,1.0,4.0,0.0,0.0,0.0,278
dmitry poberezhets,"Sep. 27, 2025",75.0,237.0,79.4,43.8,0.0,0.0,0.0,0.0,0.0,0
dmitry sosnovskiy,"Mar. 17, 2018",75.0,238.0,77.0,45.0,3.0,3.0,3.16,3.16,0.0,569
dokonjonosuke mishima,"Nov. 18, 2006",67.0,156.0,69.1,39.2,0.0,4.0,1.87,1.87,0.0,482
domingo pilarte,"Jul. 20, 2019",72.0,136.0,74.0,39.0,1.0,3.0,1.2,0.8,0.0,563
dominic waters,"Sep. 27, 2025",73.0,170.0,73.6,41.5,0.0,3.0,4.07,0.0,0.0,664
dominick cruz,"Jul. 2, 2011",68.0,135.0,68.0,37.0,4.0,3.0,2.82,0.05,0.05,1011
dominick reyes,"Jun. 26, 2017",76.0,206.0,77.0,43.5,6.0,4.0,0.31,0.31,1.07,454
dominik melendez,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
dominique steele,"Jul. 25, 2015",72.0,170.5,74.0,40.0,2.0,2.0,2.95,0.0,0.63,712
don frye,"Feb. 16, 1996",73.0,210.0,76.0,42.0,3.0,4.0,0.91,0.68,0.45,567
don madge,"Oct. 27, 2018",72.0,155.0,72.5,42.0,2.0,1.0,2.22,0.74,1.48,607
don shainis,"Oct. 1, 2022",66.0,146.0,67.0,36.0,3.0,6.0,0.97,1.94,0.0,465
dontale mayes,"Aug. 29, 2017",78.0,259.0,81.0,44.0,3.0,4.0,0.59,0.0,0.25,715
donald cerrone,"Feb. 5, 2011",73.0,170.5,73.0,40.5,4.0,4.0,1.16,1.16,0.81,580
donavan beard,"Sep. 27, 2025",72.0,184.0,74.6,47.3,0.0,6.0,0.0,0.0,0.0,52
donavon frelow,"Aug. 8, 2017",66.0,134.0,68.6,37.9,2.0,3.0,1.0,0.0,0.0,900
dong hyun kim,"May. 24, 2008",69.6,171.0,73.5,39.8,2.0,2.0,2.93,0.6,0.3,665
dong hyun ma,"Nov. 28, 2015",71.0,156.0,70.5,42.5,3.0,4.0,1.27,0.0,0.18,620
donghun choi,"Nov. 23, 2024",65.8,125.5,68.4,37.0,5.0,3.0,0.46,0.0,0.92,652
dongi yang,"Oct. 23, 2010",71.0,186.0,71.0,40.0,4.0,3.0,1.7,0.49,0.49,739
donnie chappell,"Jul. 27, 1997",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
donny walker,"Sep. 27, 2025",67.2,136.0,69.2,38.9,2.0,4.0,0.0,1.7,0.0,530
donte johnson,"Nov. 1, 2025",72.6,209.0,75.4,41.7,14.0,8.0,0.0,0.0,14.06,64
dooho choi,"Nov. 22, 2014",70.0,146.0,70.0,39.0,5.0,4.0,1.43,0.61,0.81,491
dorian price,"Dec. 9, 2007",75.0,170.0,78.6,42.9,0.0,0.0,0.0,0.0,0.0,23
doug evans,"Jun. 23, 2007",69.0,155.0,71.1,39.9,2.0,3.0,3.19,0.64,0.0,705
doug marshall,"Sep. 27, 2025",70.0,205.0,71.8,40.4,7.0,4.0,0.0,2.41,2.41,149
douglas silva de andrade,"Feb. 15, 2014",67.0,153.0,68.5,37.5,4.0,4.0,0.55,0.18,0.55,751
drakkar klose,"Jan. 16, 2017",69.0,156.0,70.0,39.0,4.0,4.0,1.49,0.0,0.2,697
drako rodriguez,"Dec. 19, 2020",68.0,136.0,69.5,39.0,3.0,4.0,2.93,0.73,0.0,409
drew dober,"Dec. 1, 2013",68.0,155.0,70.0,35.0,4.0,4.0,0.66,0.07,0.66,471
drew fickett,"Feb. 5, 2005",70.0,171.0,72.4,39.5,2.0,3.0,1.42,1.9,0.24,541
drew mcfedries,"Nov. 18, 2006",72.0,185.0,74.3,41.1,5.0,5.0,1.42,0.71,4.27,140
dricus du plessis,"Oct. 10, 2020",73.0,185.0,76.0,43.0,5.0,4.0,2.22,0.71,0.4,893
duane cason,"Oct. 17, 1997",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
duane ludwig,"Apr. 25, 2003",70.0,169.0,71.0,39.2,5.0,3.0,0.43,0.14,0.43,384
duda santana,"Jun. 1, 2019",67.0,135.0,73.0,41.0,6.0,3.0,6.44,0.0,0.0,419
dustin hazelett,"Oct. 10, 2006",73.0,155.0,77.0,42.1,2.0,4.0,0.55,4.14,0.0,326
dustin jacoby,"Oct. 29, 2011",75.0,205.0,76.0,45.0,5.0,4.0,0.33,0.0,0.58,608
dustin joynson,"Sep. 27, 2025",75.6,241.5,76.2,43.5,3.0,6.0,0.0,0.0,0.0,128
dustin kimura,"Feb. 2, 2013",67.0,136.0,71.0,38.4,1.0,4.0,0.93,2.18,0.0,578
dustin neace,"Dec. 4, 2011",69.0,146.0,71.0,40.3,2.0,3.0,0.0,1.74,0.0,309
dustin ortiz,"Nov. 9, 2013",65.0,123.8,65.0,35.5,3.0,2.0,3.01,0.09,0.17,717
dustin pague,"Dec. 4, 2011",69.0,135.0,70.2,39.1,2.0,3.0,1.03,2.57,0.0,584
dustin poirier,"Jan. 2, 2011",69.0,156.0,72.0,40.5,5.0,5.0,1.15,1.24,0.62,643
dustin stoltzfus,"Nov. 21, 2020",72.0,185.5,75.0,43.5,3.0,3.0,2.08,1.11,0.28,589
dusko todorovic,"Aug. 27, 2019",73.0,186.0,74.0,41.0,5.0,4.0,1.77,0.35,0.0,461
dwight grant,"Dec. 15, 2018",73.0,184.4,76.0,44.0,3.0,3.0,0.61,0.0,0.61,658
dwight joseph,"Sep. 27, 2025",68.0,135.0,69.1,38.2,3.0,3.0,1.0,1.0,0.0,900
dylan andrews,"Apr. 14, 2013",73.0,185.0,74.0,42.2,2.0,3.0,2.83,0.4,1.21,445
dylan budka,"Apr. 6, 2024",72.0,186.0,75.0,42.0,1.0,2.0,1.93,0.39,0.0,582
dylan lockard,"Sep. 27, 2025",68.4,145.5,69.7,38.7,1.0,3.0,2.31,1.16,1.16,779
dylan potter,"Sep. 27, 2025",74.0,232.5,77.0,43.0,3.0,6.0,0.0,1.08,0.0,831
dylan salvador,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,4.0,12.0,0.0,0.0,0.0,166
ebenezer braga,"Oct. 16, 1998",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
ed herman,"Jun. 24, 2006",74.0,206.0,77.0,42.0,3.0,4.0,1.96,1.04,0.23,578
eddie alvarez,"Sep. 27, 2014",69.0,155.0,69.0,40.5,4.0,4.0,2.92,0.47,0.47,593
eddie gordon,"Jul. 6, 2014",72.0,184.5,77.0,42.2,2.0,3.0,1.93,0.0,0.39,584
eddie mendez,"Jun. 8, 2013",70.0,184.0,73.6,39.8,2.0,3.0,0.0,0.0,0.0,520
eddie ruiz,"Jun. 6, 2003",67.0,154.0,71.0,38.1,0.0,1.0,2.0,0.0,0.0,900
eddie sanchez,"Sep. 23, 2006",74.0,246.0,77.4,41.9,3.0,3.0,1.13,0.0,1.13,530
eddie wineland,"Mar. 20, 2011",67.5,135.0,69.0,36.5,3.0,4.0,0.34,0.14,0.88,578
eddie yagin,"Sep. 25, 2011",67.0,144.5,70.9,37.7,3.0,6.0,0.0,1.0,1.0,748
edgar chairez,"Jul. 8, 2023",67.0,126.0,71.0,40.0,3.0,5.0,0.0,1.68,0.28,536
edgar garcia,"Jun. 20, 2009",70.0,170.0,71.0,39.0,3.0,4.0,2.21,0.55,0.55,326
edilberto crocota,"Apr. 21, 2007",72.0,170.0,73.2,42.1,4.0,7.0,0.0,0.0,0.0,371
edivan santos,"Sep. 27, 2025",76.0,234.0,78.0,45.0,2.0,7.0,0.0,0.0,0.0,660
edmen shahbazyan,"Nov. 30, 2018",74.5,185.0,74.0,42.0,4.0,4.0,1.69,0.42,0.99,456
ednaldo oliveira,"Jan. 14, 2012",77.0,205.0,79.0,43.4,1.0,2.0,0.0,0.0,0.0,551
edson barboza,"Nov. 21, 2010",71.0,155.5,75.0,41.0,4.0,5.0,0.43,0.08,0.63,737
edson gomez,"Sep. 27, 2025",71.6,174.0,74.0,39.9,3.0,9.0,0.0,0.0,0.0,451
eduarda moura,"Nov. 4, 2023",66.0,126.0,67.0,37.5,3.0,2.0,3.73,0.27,0.0,675
eduardo matias torres,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,1.0,1.0,2.06,0.0,0.0,436
eduardo neves,"Sep. 27, 2025",76.4,265.0,78.0,42.3,8.0,6.0,5.77,0.0,0.0,156
edward faaloloto,"Jun. 27, 2011",69.0,155.0,71.1,39.9,2.0,6.0,1.01,0.0,0.0,298
edwin dewees,"Sep. 26, 2003",73.0,186.0,74.4,42.2,2.0,6.0,2.18,3.28,0.0,206
edwin figueroa,"Mar. 27, 2011",67.0,135.0,69.0,38.2,3.0,3.0,0.2,0.6,0.4,752
efrain escudero,"Dec. 13, 2008",69.0,155.5,70.0,40.0,3.0,2.0,1.31,0.81,0.5,745
eiji mitsuoka,"Feb. 25, 2012",67.0,145.0,69.8,37.7,1.0,2.0,2.3,1.64,0.33,547
eldo xavier dias,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
eli aronov,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,9.0,6.0,12.16,0.0,0.0,74
elias garcia,"Sep. 27, 2025",65.5,124.5,67.0,37.0,2.0,5.0,0.68,1.36,0.68,660
elias silverio,"Sep. 4, 2013",71.0,154.5,73.0,40.2,4.0,3.0,1.62,0.2,0.2,892
elias theodorou,"Apr. 16, 2014",73.0,184.5,75.5,40.5,4.0,2.0,1.27,0.0,0.0,839
elias urbina,"Aug. 29, 2017",73.2,185.8,74.2,40.8,4.0,6.0,0.0,0.0,0.0,467
elijah smith,"Feb. 15, 2025",69.0,136.0,71.0,40.0,4.0,3.0,3.51,0.88,0.0,683
eliot marshall,"Dec. 13, 2008",75.0,204.0,78.1,43.1,2.0,2.0,0.47,0.94,0.24,637
elise reed,"Jul. 24, 2021",63.0,115.0,63.0,36.0,3.0,3.0,0.46,0.0,0.15,650
elisha ellison,"Sep. 27, 2025",72.0,236.0,75.9,42.9,0.0,0.0,0.0,0.0,0.0,0
elizabeth phillips,"Jun. 14, 2014",65.0,134.0,65.0,37.0,3.0,3.0,0.75,0.25,0.0,900
elizeu zaleski dos santos,"May. 30, 2015",71.0,171.0,73.0,41.0,4.0,4.0,0.79,0.43,0.14,696
elves brener,"Feb. 11, 2023",70.0,155.5,72.5,39.5,5.0,6.0,0.99,0.0,0.4,759
elvis mutapcic,"Jan. 18, 2016",73.0,185.0,72.0,42.0,3.0,4.0,0.0,0.0,0.0,769
elvis sinosic,"Feb. 23, 2001",75.0,205.0,75.6,42.9,1.0,5.0,0.0,1.23,0.31,417
emil meek,"Dec. 11, 2016",71.0,170.5,74.5,40.5,3.0,3.0,0.25,1.0,0.0,900
emiliano sordi,"Sep. 27, 2025",75.0,205.5,75.5,40.0,5.0,5.0,0.0,8.28,0.0,163
emilio cuellar,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
emily ducote,"Jul. 16, 2022",62.0,119.5,63.0,35.0,7.0,8.0,0.2,0.0,0.0,900
emily peters kagan,"Dec. 12, 2014",63.0,115.0,66.0,37.0,3.0,5.0,1.86,0.0,0.0,727
emily whitmire,"Dec. 1, 2017",65.0,125.0,63.5,38.0,3.0,3.0,1.9,0.48,0.0,316
emmanuel yarbrough,"Sep. 9, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
emrah sonmez,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,1.0,2.0,5.0,0.0,0.0,900
enrique barzola,"Nov. 21, 2015",67.0,136.0,70.0,36.0,4.0,3.0,4.2,0.3,0.0,900
enrique marin,"Nov. 21, 2015",68.0,156.0,74.0,40.0,1.0,3.0,2.5,1.0,0.0,900
enson inoue,"May. 30, 1997",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
eperaim ginting,"Sep. 27, 2025",66.4,134.5,67.5,40.0,0.0,0.0,15.52,0.0,0.0,58
eric martin,"Feb. 7, 1997",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
eric mcconico,"Feb. 22, 2025",72.0,204.5,77.0,41.0,2.0,2.0,0.0,0.0,0.0,617
eric nolan,"Aug. 16, 2025",74.0,183.0,74.0,41.5,3.0,5.0,0.0,0.0,0.0,421
eric schafer,"Aug. 26, 2006",75.0,185.0,76.9,42.7,2.0,3.0,1.81,1.81,0.0,497
eric shelton,"Jan. 29, 2017",66.0,126.0,68.0,36.5,3.0,2.0,2.83,0.17,0.0,900
eric spicely,"Jul. 14, 2016",73.0,214.8,73.0,41.0,4.0,6.0,1.31,0.98,0.0,393
eric wisely,"Jan. 28, 2012",68.0,145.0,69.7,39.5,1.0,2.0,0.0,0.95,0.0,634
erick gonzalez,"Oct. 16, 2021",71.0,156.0,75.0,39.0,2.0,8.0,6.0,0.0,0.0,250
erick montano,"Nov. 21, 2015",69.0,170.0,73.0,42.0,3.0,2.0,2.29,0.0,0.0,524
erick silva,"Aug. 27, 2011",71.0,170.5,74.0,41.0,3.0,4.0,0.85,1.41,0.42,424
ericka almeida,"May. 30, 2015",66.0,115.0,68.0,38.0,1.0,3.0,0.5,0.0,0.0,900
erik koch,"Mar. 20, 2011",70.0,170.5,71.5,40.0,2.0,3.0,1.02,1.02,0.34,568
erik perez,"Jun. 2, 2012",68.0,136.0,68.0,39.0,3.0,2.0,3.16,0.17,0.5,602
erik silva,"Dec. 10, 2022",69.0,146.0,71.0,40.5,2.0,2.0,3.76,0.0,0.0,319
erin blanchfield,"Sep. 18, 2021",64.0,125.0,66.0,36.0,5.0,4.0,1.86,0.8,0.0,847
erisson ferreira,"Sep. 27, 2025",66.0,125.5,70.0,38.5,2.0,3.0,1.11,1.67,0.0,808
ernest chavez,"Feb. 22, 2014",68.0,146.0,70.0,38.1,3.0,4.0,0.89,0.0,0.0,674
ernesta kareckaite,"May. 4, 2024",69.0,126.0,71.0,40.0,7.0,6.0,0.67,0.0,0.0,900
ernie verdicia,"Apr. 7, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
eryk anders,"Jul. 23, 2017",73.0,186.0,75.0,43.5,4.0,4.0,1.75,0.07,0.47,705
esteban ribovics,"Mar. 4, 2023",70.0,155.5,69.0,39.0,8.0,6.0,0.39,0.19,0.58,661
estefani almeida,"Sep. 27, 2025",64.0,126.0,65.8,36.2,3.0,6.0,0.0,0.0,0.0,900
estevan payan,"Jan. 13, 2013",70.0,146.0,72.0,40.3,4.0,4.0,0.36,0.36,0.0,608
eugene jackson,"Jul. 16, 1999",68.0,185.0,73.3,38.9,2.0,3.0,1.91,2.29,0.38,337
eugenio tadeu,"Mar. 13, 1998",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
evan dunham,"Feb. 21, 2009",70.0,149.5,70.0,38.0,5.0,4.0,1.82,0.98,0.13,658
evan elder,"Apr. 23, 2022",70.0,156.0,72.0,38.0,6.0,5.0,0.48,0.48,0.48,749
evan sweesy,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
evan tanner,"Jan. 8, 1999",72.0,186.0,75.2,40.1,3.0,3.0,2.55,1.34,0.13,447
everett sims,"Aug. 8, 2017",72.0,262.0,77.0,42.0,1.0,2.0,0.0,1.22,0.0,740
fabiano iha,"May. 7, 1999",68.0,154.0,70.8,38.4,2.0,2.0,2.88,2.88,0.0,313
fabiano scherner,"Oct. 3, 2005",75.0,263.0,77.7,42.3,1.0,3.0,1.09,0.0,0.0,413
fabio agu,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
fabio cherant,"Mar. 27, 2021",73.0,206.0,74.0,43.0,1.0,5.0,0.0,0.0,0.0,389
fabio gurgel,"Sep. 20, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
fabio maldonado,"Oct. 16, 2010",73.0,205.0,75.0,41.0,5.0,4.0,0.44,0.55,0.11,739
fabiola pidroni,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
