event_date,event_name,fighter_red,fighter_blue,round,time,weight_class,win_method,winner,stance_red,stance_blue,knockdowns_red,knockdowns_blue,sig_attempts_red,sig_attempts_blue,sig_strikes_red,sig_strikes_blue,total_strikes_attempts_red,total_strikes_attempts_blue,total_strikes_red,total_strikes_blue,sub_attempts_red,sub_attempts_blue,takedowns_red,takedowns_blue,takedown_attempts_red,takedown_attempts_blue,control_time_red,control_time_blue,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue
2023-11-04,UFC Fight Night: Almeida vs. Lewis,kaue fernandes,marc diakiese,3,300,Lightweight,Decision - Split,0,Orthodox,Orthodox,0,0,42,32,23,13,92,92,67,65,0,0,1,3,1,8,87,518,6,11,20,26,8,2,13,5,9,0,9,1,21,7,38,18,2,2,4,4,0,4,0,10
2023-11-04,UFC Fight Night: Almeida vs. Lewis,jailton almeida,derrick lewis,5,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,56,39,38,20,153,54,120,28,4,0,6,0,15,2,1270,57,32,17,48,33,5,3,5,6,1,0,3,0,5,2,7,10,3,1,8,1,30,17,41,28
2023-11-04,UFC Fight Night: Almeida vs. Lewis,vitor petrino,modestas bukauskas,2,63,Light Heavyweight,KO/TKO,1,Orthodox,Switch,1,0,26,19,8,9,34,23,14,12,0,0,1,0,2,0,139,0,6,5,23,14,2,0,3,0,0,4,0,5,7,9,21,19,0,0,0,0,1,0,5,0
2023-11-04,UFC Fight Night: Almeida vs. Lewis,rodrigo nascimento,dontale mayes,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,154,159,70,79,180,190,91,105,0,0,0,0,3,1,141,39,51,39,132,103,9,30,11,44,10,10,11,12,58,55,134,128,12,24,20,31,0,0,0,0
2023-11-04,UFC Fight Night: Almeida vs. Lewis,elves brener,kaynan kruschewsky,1,241,Catch Weight,KO/TKO,1,Orthodox,Orthodox,1,0,33,31,16,8,33,31,16,8,0,0,0,0,0,0,3,0,6,6,20,25,2,2,3,6,8,0,10,0,16,8,33,31,0,0,0,0,0,0,0,0
2023-11-04,UFC Fight Night: Almeida vs. Lewis,angela hill,denise gomes,3,300,Women's Strawweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,120,133,76,62,153,203,96,111,0,0,5,1,9,3,483,63,37,29,76,91,37,25,42,33,2,8,2,9,40,34,68,97,33,27,44,35,3,1,8,1
2023-11-04,UFC Fight Night: Almeida vs. Lewis,gabriel bonfim,nicolas dalby,2,273,Welterweight,KO/TKO,0,Orthodox,Orthodox,0,1,91,113,39,53,103,128,47,64,1,0,3,0,5,1,259,87,27,41,77,96,3,7,4,11,9,5,10,6,32,25,71,76,3,25,9,33,4,3,11,4
2023-11-04,UFC Fight Night: Almeida vs. Lewis,eduarda moura,montserrat conejo ruiz,2,134,Women's Strawweight,KO/TKO,1,Orthodox,Southpaw,0,0,77,22,57,5,139,29,102,9,0,0,3,0,3,0,357,2,55,0,75,15,2,0,2,2,0,5,0,5,5,5,12,22,1,0,1,0,51,0,64,0
2023-11-04,UFC Fight Night: Almeida vs. Lewis,caio borralho,abus magomedov,3,300,Middleweight,Decision - Unanimous,1,Southpaw,Orthodox,1,0,103,107,51,38,126,110,70,39,0,0,0,0,1,0,137,0,33,19,73,74,11,14,15,24,7,5,15,9,50,38,102,107,0,0,0,0,1,0,1,0
2023-11-11,UFC 295: Prochazka vs. Pereira,jiri prochazka,alex pereira,2,248,UFC Light Heavyweight Title,KO/TKO,0,Orthodox,Orthodox,0,1,53,61,30,38,70,72,44,49,0,1,1,0,3,0,165,8,18,21,37,38,7,5,10,8,5,12,6,15,26,22,49,43,2,4,2,4,2,12,2,14
2023-11-11,UFC 295: Prochazka vs. Pereira,diego lopes,pat sabatini,1,90,Featherweight,KO/TKO,1,Orthodox,Orthodox,1,0,18,12,13,7,18,16,13,10,0,0,0,0,1,2,2,0,11,3,15,7,2,3,2,4,0,1,1,1,4,5,8,10,3,1,3,1,6,1,7,1
2023-11-11,UFC 295: Prochazka vs. Pereira,joshua van,kevin borjas,3,300,Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,300,197,156,75,311,200,165,78,0,0,2,0,4,3,63,21,92,54,227,170,49,9,57,12,15,12,16,15,153,73,295,193,3,1,5,2,0,1,0,2
2023-11-11,UFC 295: Prochazka vs. Pereira,mateusz rebecki,roosevelt roberts,1,188,Lightweight,Submission,1,Southpaw,Orthodox,0,0,16,7,10,2,38,12,28,6,1,0,2,0,2,0,134,13,7,1,11,5,0,0,1,1,3,1,4,1,3,2,9,7,0,0,0,0,7,0,7,0
2023-11-11,UFC 295: Prochazka vs. Pereira,john castaneda,kyung ho kang,3,300,Catch Weight,Decision - Unanimous,1,Switch,Orthodox,0,0,179,202,111,88,187,203,119,88,0,0,3,0,8,0,138,0,47,59,103,170,30,17,39,19,34,12,37,13,109,82,176,194,2,6,3,8,0,0,0,0
2023-11-11,UFC 295: Prochazka vs. Pereira,dennis buzukja,jamall emmers,1,49,Featherweight,KO/TKO,0,Switch,Orthodox,0,1,7,20,3,14,7,20,3,14,0,0,0,0,0,0,0,3,0,8,4,12,1,2,1,4,2,4,2,4,3,10,7,14,0,0,0,0,0,4,0,6
2023-11-11,UFC 295: Prochazka vs. Pereira,tabatha ricci,loopy godinez,3,300,Women's Strawweight,Decision - Split,0,Orthodox,Orthodox,0,0,224,221,84,98,232,225,91,101,0,0,0,0,6,1,82,3,68,81,197,200,8,15,11,19,8,2,16,2,78,85,218,207,4,11,4,12,2,2,2,2
2023-11-11,UFC 295: Prochazka vs. Pereira,jared gordon,mark madsen,1,282,Lightweight,KO/TKO,1,Orthodox,Orthodox,1,0,66,57,36,35,87,69,54,46,0,0,0,0,0,0,19,64,27,23,57,44,5,12,5,13,4,0,4,0,22,16,51,37,10,19,11,20,4,0,4,0
2023-11-11,UFC 295: Prochazka vs. Pereira,steve erceg,alessandro costa,3,300,Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,125,97,74,54,162,129,104,85,1,0,1,1,8,6,389,74,41,31,87,70,25,14,30,17,8,9,8,10,43,35,91,76,26,19,28,21,5,0,6,0
2023-11-11,UFC 295: Prochazka vs. Pereira,sergei pavlovich,tom aspinall,1,69,UFC Interim Heavyweight Title,KO/TKO,0,Southpaw,Orthodox,0,1,7,14,1,10,7,14,1,10,0,0,0,0,0,0,0,2,1,7,7,10,0,0,0,1,0,3,0,3,1,7,7,11,0,0,0,0,0,3,0,3
2023-11-11,UFC 295: Prochazka vs. Pereira,matt frevola,benoit saint denis,1,91,Lightweight,KO/TKO,0,Orthodox,Southpaw,0,1,9,11,5,6,12,15,7,10,0,0,2,0,2,0,25,19,2,3,6,7,3,1,3,2,0,2,0,2,4,4,8,9,1,0,1,0,0,2,0,2
2023-11-11,UFC 295: Prochazka vs. Pereira,jessica andrade,mackenzie dern,2,195,Women's Strawweight,KO/TKO,1,Orthodox,Orthodox,4,0,107,114,53,49,107,115,53,50,0,0,0,0,0,4,13,0,27,38,76,100,7,6,9,9,19,5,22,5,43,47,90,109,6,2,12,5,4,0,5,0
2023-11-18,UFC Fight Night: Allen vs. Craig,chad anheliger,jose johnson,3,289,Bantamweight,Submission,0,Orthodox,Orthodox,0,0,71,108,26,63,103,198,47,141,0,1,4,1,8,2,378,260,14,42,49,78,6,15,13,18,6,6,9,12,19,25,54,53,4,10,6,17,3,28,11,38
2023-11-18,UFC Fight Night: Allen vs. Craig,lucie pudilova,ailin perez,3,300,Women's Bantamweight,Decision - Unanimous,0,Orthodox,Switch,0,0,42,74,20,42,67,180,41,123,1,0,0,2,0,8,249,516,13,31,31,57,7,5,9,7,0,6,2,10,5,12,25,27,9,3,10,6,6,27,7,41
2023-11-18,UFC Fight Night: Allen vs. Craig,jonathan pearce,joanderson brito,2,234,Featherweight,Submission,0,Switch,Orthodox,0,0,16,20,14,8,96,47,81,33,0,1,1,1,4,1,375,118,6,4,6,15,2,3,4,4,6,1,6,1,3,4,4,12,7,2,8,3,4,2,4,5
2023-11-18,UFC Fight Night: Allen vs. Craig,brendan allen,paul craig,3,38,Middleweight,Submission,1,Orthodox,Orthodox,0,0,43,14,32,6,64,21,52,13,2,1,2,0,2,2,478,34,26,3,37,10,3,1,3,1,3,2,3,3,12,6,17,13,1,0,2,0,19,0,24,1
2023-11-18,UFC Fight Night: Allen vs. Craig,chase hooper,jordan leavitt,1,178,Lightweight,Submission,1,Southpaw,Southpaw,0,0,3,4,1,3,18,10,13,5,1,0,0,0,0,2,57,59,1,2,3,3,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,2,1,3
2023-11-18,UFC Fight Night: Allen vs. Craig,charles johnson,rafael estevam,3,300,Flyweight,Decision - Unanimous,0,Switch,Orthodox,0,0,109,43,72,18,161,77,116,35,0,1,0,3,0,22,43,563,38,10,69,28,27,6,33,12,7,2,7,3,53,11,80,31,18,3,26,5,1,4,3,7
2023-11-18,UFC Fight Night: Allen vs. Craig,jeka saragih,lucas alexander,1,91,Featherweight,KO/TKO,1,Orthodox,Orthodox,1,0,9,16,4,11,9,16,4,11,0,0,1,0,1,1,5,0,3,6,6,10,1,2,2,3,0,3,1,3,2,11,6,16,0,0,0,0,2,0,3,0
2023-11-18,UFC Fight Night: Allen vs. Craig,payton talbott,nick aguirre,3,58,Bantamweight,Submission,1,Switch,Southpaw,0,0,53,12,28,5,90,29,58,18,1,0,0,2,0,10,205,346,22,4,46,11,4,1,5,1,2,0,2,0,12,5,27,9,0,0,0,3,16,0,26,0
2023-11-18,UFC Fight Night: Allen vs. Craig,michael morales,jake matthews,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,208,149,84,57,208,149,84,57,0,0,0,0,1,1,7,3,45,33,157,109,12,17,17,24,27,7,34,16,80,54,197,146,4,3,11,3,0,0,0,0
2023-11-18,UFC Fight Night: Allen vs. Craig,luana pinheiro,amanda ribas,3,233,Women's Strawweight,KO/TKO,0,Orthodox,Orthodox,0,1,116,224,55,87,120,234,56,96,0,0,1,0,6,1,71,30,36,57,86,158,11,8,18,29,8,22,12,37,51,81,109,212,4,3,6,6,0,3,1,6
2023-11-18,UFC Fight Night: Allen vs. Craig,uros medic,myktybek orolbai,2,252,Welterweight,Submission,0,Southpaw,Orthodox,0,0,27,20,14,8,32,31,17,16,0,1,0,7,0,10,2,446,10,6,20,16,4,0,7,0,0,2,0,4,5,3,14,8,8,1,12,1,1,4,1,11
2023-11-18,UFC Fight Night: Allen vs. Craig,christian leroy duncan,denis tiuliulin,2,264,Middleweight,KO/TKO,1,Switch,Orthodox,1,0,87,71,65,30,123,81,90,37,0,0,0,0,2,0,291,0,44,19,65,57,8,6,9,8,13,5,13,6,46,26,65,66,16,4,17,5,3,0,5,0
2023-11-18,UFC Fight Night: Allen vs. Craig,mick parkin,caio machado,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,98,132,39,76,139,164,69,103,0,0,3,0,10,1,383,20,33,41,91,95,2,24,3,26,4,11,4,11,34,68,92,121,3,6,3,9,2,2,3,2
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,veronica hardy,jamey-lyn horth,3,300,Women's Flyweight,Decision - Split,1,Southpaw,Orthodox,0,0,101,87,43,43,122,125,61,74,0,0,1,1,2,3,94,239,29,16,86,49,11,20,11,26,3,7,4,12,30,23,81,59,13,20,20,28,0,0,0,0
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,beneil dariush,arman tsarukyan,1,64,Lightweight,KO/TKO,0,Southpaw,Orthodox,0,1,8,15,2,8,8,15,2,8,0,0,0,0,0,0,0,3,0,8,5,15,0,0,1,0,2,0,2,0,2,4,8,10,0,2,0,2,0,2,0,3
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,rodolfo bellato,ihor potieria,2,257,Light Heavyweight,KO/TKO,1,Orthodox,Southpaw,0,1,131,127,80,73,160,153,99,92,0,0,1,0,4,0,169,101,70,58,116,111,9,9,12,10,1,6,3,6,18,38,46,73,11,12,14,21,51,23,71,33
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,punahele soriano,dustin stoltzfus,2,250,Middleweight,Submission,0,Southpaw,Orthodox,0,1,73,123,31,64,76,140,33,78,0,1,0,4,0,7,0,132,18,24,56,79,9,23,11,27,4,17,6,17,30,60,72,116,1,4,1,7,0,0,0,0
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,rob font,deiveson figueiredo,3,300,Bantamweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,94,74,46,45,96,84,48,53,0,0,0,4,2,7,22,242,39,35,85,64,5,7,6,7,2,3,3,3,44,33,92,60,2,6,2,7,0,6,0,7
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,sean brady,kelvin gastelum,3,103,Welterweight,Submission,1,Orthodox,Southpaw,0,0,24,32,14,18,130,35,97,21,3,0,5,0,5,0,546,19,8,7,16,19,1,7,2,8,5,4,6,5,7,13,15,23,1,4,1,5,6,1,8,4
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,miesha tate,julia avila,3,75,Women's Bantamweight,Submission,1,Orthodox,Orthodox,0,0,37,11,32,3,152,21,127,11,1,0,4,0,5,0,655,0,31,3,35,11,1,0,1,0,0,0,1,0,5,3,8,11,0,0,0,0,27,0,29,0
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,wellington turman,jared gooden,2,71,Welterweight,Submission,0,Orthodox,Orthodox,0,0,57,83,37,53,73,95,46,62,0,1,1,1,1,1,100,31,27,33,47,59,2,14,2,18,8,6,8,6,32,43,49,72,2,1,2,1,3,9,6,10
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,clay guida,joaquim silva,3,300,Lightweight,Decision - Unanimous,0,Orthodox,Southpaw,0,0,134,91,43,46,155,141,63,85,0,2,2,2,11,3,263,155,19,33,103,72,14,9,20,15,10,4,11,4,36,28,127,64,7,15,7,19,0,3,0,8
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,zachary reese,cody brundage,1,109,Middleweight,KO/TKO,0,Switch,Orthodox,0,0,5,12,4,9,12,16,10,12,1,0,0,1,0,1,0,85,3,7,4,10,0,1,0,1,1,1,1,1,1,4,2,4,1,0,1,0,2,5,2,8
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,jalin turner,king green,1,169,Lightweight,KO/TKO,1,Southpaw,Orthodox,1,0,60,26,33,15,60,26,33,15,0,0,0,0,0,0,12,2,26,5,48,14,2,3,4,4,5,7,8,8,18,14,41,24,0,1,0,2,15,0,19,0
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,drakkar klose,joe solecki,1,101,Lightweight,KO/TKO,1,Orthodox,Orthodox,0,0,2,1,2,1,9,13,8,9,0,0,0,1,0,2,40,53,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0
2023-12-09,UFC Fight Night: Song vs. Gutierrez,junyong park,andre muniz,3,300,Middleweight,Decision - Split,0,Orthodox,Southpaw,0,0,60,30,27,14,96,60,52,35,0,0,0,11,0,14,178,574,21,10,54,25,3,3,3,4,3,1,3,1,11,13,25,29,0,0,0,0,16,1,35,1
2023-12-09,UFC Fight Night: Song vs. Gutierrez,song kenan,kevin jousset,3,300,Welterweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,156,235,62,134,188,263,88,158,0,0,0,1,1,2,0,86,43,78,128,171,8,15,10,20,11,41,18,44,55,121,145,219,7,13,11,16,0,0,0,0
2023-12-09,UFC Fight Night: Song vs. Gutierrez,steve garcia,melquizael costa,2,61,Lightweight,KO/TKO,1,Southpaw,Southpaw,1,0,49,10,29,6,66,25,41,20,1,0,0,2,0,10,46,281,26,1,45,5,2,2,3,2,1,3,1,3,4,2,10,3,3,4,8,7,22,0,31,0
2023-12-09,UFC Fight Night: Song vs. Gutierrez,hyunsung park,shannon ross,2,239,Flyweight,KO/TKO,1,Orthodox,Switch,2,0,124,115,50,47,154,135,65,61,0,0,0,0,1,0,201,0,33,25,101,88,11,9,15,12,6,13,8,15,36,46,88,107,6,1,14,8,8,0,22,0
2023-12-09,UFC Fight Night: Song vs. Gutierrez,tim elliott,sumudaerji,1,242,Bantamweight,Submission,1,Southpaw,Southpaw,0,0,21,25,10,10,37,25,26,10,1,0,1,0,3,0,125,0,6,6,13,19,0,3,1,4,4,1,7,2,8,10,18,25,2,0,2,0,0,0,1,0
2023-12-09,UFC Fight Night: Song vs. Gutierrez,anthony smith,khalil rountree jr,3,56,Light Heavyweight,KO/TKO,0,Orthodox,Southpaw,0,1,84,114,47,53,89,118,52,56,0,0,0,0,2,0,11,58,27,33,62,94,14,14,16,14,6,6,6,6,46,51,83,109,1,1,1,3,0,1,0,2
2023-12-09,UFC Fight Night: Song vs. Gutierrez,nasrat haqparast,jamie mullarkey,1,104,Lightweight,KO/TKO,1,Southpaw,Orthodox,2,0,29,23,16,8,31,23,18,8,0,0,0,0,0,0,5,0,14,3,27,16,2,2,2,4,0,3,0,3,4,8,13,23,6,0,8,0,6,0,8,0
2023-12-09,UFC Fight Night: Song vs. Gutierrez,luana santos,stephanie egger,3,300,Women's Bantamweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,104,115,53,44,161,193,97,112,0,0,2,1,4,1,464,66,20,31,61,97,22,13,29,17,11,0,14,1,50,29,95,96,3,15,9,19,0,0,0,0
2023-12-09,UFC Fight Night: Song vs. Gutierrez,tatsuro taira,carlos hernandez,2,55,Flyweight,KO/TKO,1,Orthodox,Orthodox,1,0,43,4,33,2,60,4,44,2,0,0,0,0,0,2,216,53,30,2,40,4,1,0,1,0,2,0,2,0,7,2,8,4,0,0,1,0,26,0,34,0
2023-12-09,UFC Fight Night: Song vs. Gutierrez,rayanne dos santos,talita alencar,3,300,Women's Strawweight,Decision - Split,0,Orthodox,Orthodox,0,0,130,157,57,36,156,176,80,48,0,0,0,1,1,9,14,164,41,21,104,125,11,12,17,25,5,3,9,7,45,21,117,133,11,8,12,12,1,7,1,12
2023-12-09,UFC Fight Night: Song vs. Gutierrez,song yadong,chris gutierrez,5,300,Bantamweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,165,145,77,87,283,165,160,105,0,0,2,0,3,2,661,0,35,8,100,39,12,3,20,15,30,76,45,91,49,87,127,145,4,0,6,0,24,0,32,0
2023-12-16,UFC 296: Edwards vs. Covington,casey oneill,ariane da silva,2,78,Women's Flyweight,Submission,0,Orthodox,Orthodox,0,0,74,127,31,64,75,152,32,86,0,1,0,1,2,1,20,58,17,45,57,106,3,16,3,18,11,3,14,3,29,37,72,95,2,9,2,11,0,18,0,21
2023-12-16,UFC 296: Edwards vs. Covington,tagir ulanbekov,cody durden,2,265,Flyweight,Submission,1,Southpaw,Southpaw,1,0,41,43,24,32,63,67,45,55,5,0,2,0,2,0,363,36,19,22,35,31,4,3,5,3,1,7,1,9,15,24,32,34,5,3,5,4,4,5,4,5
2023-12-16,UFC 296: Edwards vs. Covington,andre fili,lucas almeida,1,212,Featherweight,KO/TKO,1,Orthodox,Orthodox,1,0,36,25,20,10,42,25,25,10,0,0,0,0,0,0,15,0,16,1,29,11,3,0,6,1,1,9,1,13,8,10,21,25,0,0,0,0,12,0,15,0
2023-12-16,UFC 296: Edwards vs. Covington,alexandre pantoja,brandon royval,5,300,UFC Flyweight Title,Decision - Unanimous,1,Orthodox,Southpaw,0,0,156,204,95,111,195,390,126,281,1,0,8,0,14,1,951,47,49,102,101,193,22,7,30,9,24,2,25,2,74,91,130,177,5,5,6,6,16,15,20,21
2023-12-16,UFC 296: Edwards vs. Covington,martin buday,shamil gaziev,2,56,Heavyweight,KO/TKO,0,Orthodox,Orthodox,0,0,20,98,8,49,26,114,13,60,0,0,0,0,2,0,20,138,8,35,19,79,0,14,1,19,0,0,0,0,8,35,17,73,0,5,3,10,0,9,0,15
2023-12-16,UFC 296: Edwards vs. Covington,tony ferguson,paddy pimblett,3,300,Lightweight,Decision - Unanimous,0,Orthodox,Orthodox,0,1,105,165,62,106,134,217,90,151,0,0,0,1,0,4,0,533,35,73,66,127,23,13,35,17,4,20,4,21,51,66,91,109,0,0,0,0,11,40,14,56
2023-12-16,UFC 296: Edwards vs. Covington,josh emmett,bryce mitchell,1,117,Featherweight,KO/TKO,1,Orthodox,Southpaw,1,0,10,3,2,0,10,3,2,0,0,0,0,0,0,0,3,0,1,0,4,1,1,0,5,0,0,0,1,2,2,0,10,3,0,0,0,0,0,0,0,0
2023-12-16,UFC 296: Edwards vs. Covington,irene aldana,karol rosa,3,300,Women's Bantamweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,308,350,145,204,308,350,145,204,0,0,0,0,0,1,0,0,122,103,276,237,20,6,28,11,3,95,4,102,145,204,308,349,0,0,0,1,0,0,0,0
2023-12-16,UFC 296: Edwards vs. Covington,cody garbrandt,brian kelleher,1,222,Bantamweight,KO/TKO,1,Orthodox,Switch,1,0,41,25,20,17,42,29,21,21,0,0,0,0,0,1,21,36,16,9,37,13,2,1,2,3,2,7,2,9,16,17,35,24,4,0,6,1,0,0,0,0
2023-12-16,UFC 296: Edwards vs. Covington,shavkat rakhmonov,stephen thompson,2,296,Welterweight,Submission,1,Orthodox,Orthodox,0,0,36,25,28,16,88,37,73,26,2,0,1,0,5,0,465,0,24,6,31,15,4,7,5,7,0,3,0,3,5,13,8,22,10,1,15,1,13,2,13,2
2023-12-16,UFC 296: Edwards vs. Covington,alonzo menifield,dustin jacoby,3,300,Light Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,1,0,117,150,68,93,145,171,95,113,0,0,1,0,2,0,123,128,58,69,104,122,2,15,4,18,8,9,9,10,51,78,94,135,14,15,20,15,3,0,3,0
2023-12-16,UFC 296: Edwards vs. Covington,leon edwards,colby covington,5,300,UFC Welterweight Title,Decision - Unanimous,1,Southpaw,Orthodox,0,0,108,126,57,44,116,194,65,109,2,0,2,2,3,10,87,304,21,20,62,86,14,7,21,12,22,17,25,28,56,44,107,125,0,0,0,1,1,0,1,0
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,marcus mcghee,gaston bolanos,2,209,Bantamweight,KO/TKO,1,Orthodox,Orthodox,1,0,123,81,65,28,134,82,74,28,0,0,1,0,3,0,107,4,57,14,114,57,7,7,8,14,1,7,1,10,52,28,108,81,3,0,4,0,10,0,11,0
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,magomed ankalaev,johnny walker,2,162,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,1,0,58,71,39,24,58,73,39,26,0,0,0,0,0,0,5,0,8,2,22,34,6,3,7,6,25,19,29,31,38,24,57,71,0,0,0,0,1,0,1,0
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,andrei arlovski,waldo cortes-acosta,3,300,Heavyweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,127,136,58,49,127,137,58,50,0,0,0,0,0,0,0,0,13,24,63,97,22,11,40,19,23,14,24,20,58,46,127,131,0,3,0,5,0,0,0,0
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,phil hawes,brunno ferreira,1,295,Middleweight,KO/TKO,0,Orthodox,Orthodox,0,1,27,43,13,19,28,49,13,24,0,0,0,1,1,4,0,97,8,18,18,38,4,0,7,4,1,1,2,1,12,15,24,33,1,0,3,3,0,4,0,7
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,jim miller,gabriel benitez,3,205,Lightweight,Submission,1,Southpaw,Southpaw,0,0,140,182,80,80,157,188,96,84,1,0,2,0,2,0,235,1,50,51,108,145,10,13,12,21,20,16,20,16,67,79,125,181,5,1,7,1,8,0,8,0
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,nikolas motta,tom nolan,1,63,Lightweight,KO/TKO,1,Orthodox,Southpaw,1,0,40,20,21,12,40,20,21,12,0,0,0,0,0,0,9,0,19,5,35,13,2,5,5,5,0,2,0,2,8,11,19,18,0,1,1,2,13,0,20,0
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,ricky simon,mario bautista,3,300,Bantamweight,Decision - Unanimous,0,Orthodox,Switch,0,0,108,270,45,112,115,276,52,118,0,0,2,0,13,3,180,14,33,76,95,219,4,31,4,42,8,5,9,9,44,110,106,266,1,2,2,3,0,0,0,1
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,westin wilson,jean silva,1,252,Featherweight,KO/TKO,0,Southpaw,Orthodox,0,1,36,36,11,25,36,36,11,25,0,0,0,1,3,1,4,8,8,24,28,32,0,1,5,4,3,0,3,0,11,23,35,34,0,2,1,2,0,0,0,0
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,matthew semelsberger,preston parsons,3,300,Welterweight,Decision - Unanimous,0,Switch,Orthodox,0,0,69,87,28,47,77,165,33,116,2,2,1,7,2,11,188,386,18,25,55,62,4,9,8,11,6,13,6,14,23,25,60,59,3,11,7,13,2,11,2,15
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,farid basharat,taylor lapilus,3,300,Bantamweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,100,93,42,40,116,94,55,41,1,0,5,0,16,0,418,2,14,24,53,67,7,11,19,16,21,5,28,10,39,34,92,86,2,2,5,3,1,4,3,4
2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,joshua van,felipe bunes,2,271,Flyweight,KO/TKO,1,Orthodox,Orthodox,1,0,141,91,83,50,222,101,154,57,0,0,1,2,1,6,74,122,63,29,116,64,15,11,19,16,5,10,6,11,61,49,115,90,9,1,11,1,13,0,15,0
2024-01-20,UFC 297: Strickland vs. Du Plessis,neil magny,mike malott,3,285,Welterweight,KO/TKO,1,Orthodox,Orthodox,0,0,102,67,57,45,159,128,110,100,0,0,1,4,2,6,107,362,52,19,95,40,3,4,3,4,2,22,4,23,13,30,44,49,0,0,2,0,44,15,56,18
2024-01-20,UFC 297: Strickland vs. Du Plessis,malcolm gordon,jimmy flick,2,77,Flyweight,Submission,0,Switch,Orthodox,0,0,70,7,37,3,116,11,74,7,1,4,1,1,1,4,253,67,35,2,67,5,2,0,3,1,0,1,0,1,18,3,41,7,5,0,5,0,14,0,24,0
2024-01-20,UFC 297: Strickland vs. Du Plessis,charles jourdain,sean woodson,3,300,Featherweight,Decision - Split,0,Switch,Orthodox,0,0,156,168,60,80,175,193,78,102,1,0,0,1,4,3,118,39,19,59,98,143,20,10,32,13,21,11,26,12,52,70,147,156,8,8,9,9,0,2,0,3
2024-01-20,UFC 297: Strickland vs. Du Plessis,jasmine jasudavicius,priscila cachoeira,3,261,Women's Bantamweight,Submission,1,Orthodox,Orthodox,1,0,120,50,93,24,398,52,326,26,3,0,2,0,5,0,685,5,84,19,109,44,6,3,8,4,3,2,3,2,23,20,34,45,2,0,3,0,68,4,83,5
2024-01-20,UFC 297: Strickland vs. Du Plessis,gillian robertson,polyana viana,2,192,Women's Strawweight,KO/TKO,1,Orthodox,Orthodox,0,0,39,41,23,12,91,66,49,33,1,0,2,0,2,0,366,27,20,10,35,37,0,2,0,3,3,0,4,1,5,9,13,37,0,0,0,0,18,3,26,4
2024-01-20,UFC 297: Strickland vs. Du Plessis,serhiy sidey,ramon taveras,3,300,Bantamweight,Decision - Split,0,Switch,Southpaw,0,1,226,147,79,62,229,148,81,62,0,0,0,0,4,0,24,6,51,48,181,131,20,8,36,10,8,6,9,6,73,60,218,144,6,1,8,1,0,1,0,2
