days_since_debut_diff,losses_diff,wins_diff,head_target_diff,sig_strikes_ground_diff,sig_strikes_landed_diff,knockdown_avg_diff,takedowns_avg_diff,sig_strikes_standing_diff,sig_strikes_attempted_diff,takedowns_attempted_diff,takedown_defense_diff,submission_avg_diff,days_since_win_diff,leg_target_diff,winner
-307,-1,-13,-226,-100,-409,0.75,-0.6499999999999999,-200,-622,-44,14,0.14,36.0,-52,1
-176,5,2,284,-144,485,-0.08,-3.8,589,1503,-59,7,-0.0499999999999999,-91.0,103,1
-55,2,-8,79,24,27,0.53,0.76,19,160,29,8,0.0,-106.0,-27,0
189,-12,-17,-658,-143,-947,0.11,-1.11,-700,-1920,-52,6,-0.23,15.0,-39,0
1463,11,-8,195,164,324,0.43,-0.3799999999999999,158,533,18,-29,-0.17,-203.0,129,0
939,2,3,-8,110,-41,0.12,2.01,-175,195,61,-22,0.76,483.0,-168,0
-5520,-6,-11,-338,42,-565,-0.07,0.6799999999999999,-520,-1268,-12,-8,-0.2799999999999999,-210.0,-132,1
-1497,0,-4,-151,-43,-133,-0.34,0.3400000000000001,-40,-435,-7,0,-1.02,-547.0,30,1
581,5,-3,-312,-222,-883,0.0,0.06,-512,-1325,-63,38,0.06,138.0,-197,0
-1269,-1,-1,-156,-53,-192,-0.44,-0.7300000000000002,-77,-432,-19,-20,0.72,-148.0,12,1
222,0,-7,-1990,-57,-2914,-0.1599999999999999,1.6,-2752,-6036,71,-36,0.6499999999999999,392.0,-185,1
151,-1,-10,-215,-128,-358,0.04,-1.86,-134,-502,-75,-24,-0.1599999999999999,91.0,-69,1
104,7,11,-79,170,-203,0.31,-1.2799999999999998,-424,-1127,-8,-26,0.7999999999999999,36.0,-103,1
-7,3,8,-4,-8,-29,-1.53,1.27,-30,-141,12,-14,0.0,-196.0,9,1
-1373,4,0,529,26,914,-0.09,-0.0599999999999999,830,1224,-3,26,-1.12,-745.0,107,0
-1009,0,6,-31,-34,-41,-0.2,-0.79,-25,1,-18,54,-0.4,-325.0,-13,0
-3644,1,5,36,33,120,-0.75,-0.12,18,150,6,-58,0.25,-301.0,14,0
-441,-4,-17,-1626,-79,-2009,0.8300000000000001,-0.73,-1880,-4795,-21,-5,0.91,120.0,-103,1
-666,-4,-9,-714,-105,-1009,-0.05,-3.06,-813,-2678,-161,-10,-0.16,-392.0,-135,1
-122,15,16,232,-42,114,0.45,-1.21,169,179,-39,23,0.06,-56.0,-23,1
371,0,7,32,-48,83,-0.23,-0.5700000000000001,108,97,7,43,0.44,105.0,12,1
-682,0,0,-108,-26,-183,0.1,-1.13,-117,-183,-63,12,-0.2,-300.0,-19,1
-2370,1,10,307,45,477,0.14,-0.9499999999999996,292,1173,24,49,-2.4000000000000004,56.0,62,0
-754,5,-1,358,-56,626,0.3899999999999999,-1.54,649,1240,-30,-26,-0.42,-490.0,88,0
-126,4,8,3,-26,12,-0.23,-0.7500000000000001,65,-59,7,-8,1.68,-652.0,20,0
-365,-8,-5,-423,-118,-545,0.0,-0.78,-294,-1130,-55,29,-0.2,-420.0,-63,1
-703,-2,-5,-113,-76,-241,0.02,-1.6799999999999995,-108,-498,-44,-27,0.29,-678.0,-32,1
-301,2,4,313,84,424,0.19,-0.3800000000000003,257,1066,36,-2,-1.61,-133.0,51,1
-181,2,9,276,38,888,0.09,0.75,683,1421,23,-8,0.01,36.0,384,0
-49,2,5,620,4,1221,0.0399999999999999,-1.63,1185,2904,26,29,-0.29,35.0,401,0
-2142,-11,-3,-693,-208,-1266,0.2699999999999999,0.97,-839,-2529,-123,38,-0.0999999999999999,-29.0,-269,0
-231,-5,3,-20,-11,-52,-0.96,2.02,-34,-140,9,38,1.02,-397.0,-21,1
-1596,-2,6,150,240,181,0.01,-0.5799999999999998,-87,-16,-24,-13,-0.13,0.0,-22,0
1190,0,-5,-28,-8,-2,-0.48,-0.3199999999999999,-19,-1,14,-14,-0.29,420.0,30,1
-1863,-5,-7,-645,-23,-1279,0.4,0.0,-1195,-2492,-3,-53,0.0,-439.0,-317,1
3651,-2,6,0,-1,9,-0.23,1.27,22,-6,12,-21,0.56,-259.0,3,1
-1054,-6,-3,-202,-66,-318,-0.1,1.27,-232,-721,-7,9,0.92,42.0,-61,1
-329,-6,-9,-522,-131,-873,-0.2,-1.11,-648,-1763,-103,13,-0.46,-474.0,-167,1
-1918,-13,-14,-229,-103,-349,0.77,0.05,-170,-710,-35,-20,-1.54,70.0,-48,0
-691,-3,7,671,80,710,-1.15,1.7300000000000002,648,1840,110,31,-0.11,-358.0,-12,1
-539,-6,-12,-467,-63,-824,-0.79,4.92,-727,-1960,-31,-60,0.0,-419.0,-256,1
0,4,-7,-24,-114,-117,0.0,-3.12,25,-78,-46,-51,1.17,0.0,-37,1
-2576,-12,-4,-291,72,-621,-0.3,1.34,-685,-1931,-11,8,0.26,-111.0,-153,0
2788,3,8,-4,39,-15,-0.81,2.4000000000000004,-48,210,85,15,0.85,749.0,-23,1
350,-4,-1,-204,-18,-346,-0.39,0.4599999999999999,-285,-818,5,-59,1.34,42.0,-45,1
-56,14,24,385,-5,578,0.19,-2.25,533,1088,-17,-35,0.12,-83.0,109,1
146,1,-4,45,83,-9,-0.2299999999999999,1.6700000000000002,-100,56,47,7,0.15,-35.0,-72,0
0,-1,2,-76,-38,57,0.95,-2.55,117,240,-60,-41,0.09,0.0,82,1
-1042,-1,0,-28,-47,-25,0.79,0.6,100,-209,-7,45,-0.22,-329.0,-25,0
-350,-5,3,197,131,237,0.58,0.76,180,219,-49,26,-0.52,0.0,119,0
-203,5,-20,-291,-168,-140,0.55,-0.7100000000000001,54,-183,-6,6,-1.09,-558.0,66,1
-1219,2,2,158,-9,261,-0.03,-2.78,399,795,-80,-5,-0.24,119.0,-27,0
-966,11,7,511,-72,615,0.2199999999999999,-3.39,618,1612,-11,4,-0.29,-1960.0,53,0
-49,2,-2,-145,-52,-224,-0.4,0.69,-126,-380,-13,18,0.4,-212.0,-32,1
-791,4,4,-326,-187,-345,-0.62,-3.92,-17,-323,-72,-11,-0.16,-967.0,-38,1
-529,-5,-3,-253,-55,-522,0.52,-0.27,-374,-1218,-74,15,-0.8999999999999999,455.0,-228,1
-1999,-7,-18,-112,-28,-267,0.0,0.5899999999999999,-215,-813,-140,42,-0.49,-364.0,-114,1
175,0,-2,-476,-135,-663,-0.36,0.94,-426,-1280,-11,-67,-0.18,28.0,-78,1
158,-5,-7,-261,-97,-471,0.3,-2.17,-197,-817,-85,-9,0.45,0.0,-73,0
698,12,21,368,6,588,0.45,-1.25,468,1327,-13,7,-0.92,431.0,125,0
-267,-8,-5,-541,-73,-772,0.0,0.4599999999999999,-606,-1997,-15,0,1.23,0.0,-159,1
280,-9,-41,-70,1,-48,0.02,-1.26,-70,-198,-15,30,-1.81,-462.0,20,0
-1898,-8,-9,-330,-63,-549,0.25,-0.3599999999999999,-361,-1090,-52,-26,-0.4,-330.0,-93,1
-1866,-4,-14,-458,-57,-648,0.3299999999999999,0.7000000000000001,-613,-1395,9,3,-0.5800000000000001,-215.0,-105,1
-698,-1,2,33,-49,240,-0.01,-0.78,332,914,-33,-17,0.1,-143.0,54,0
-405,5,14,385,80,787,-0.1300000000000001,-0.53,649,1993,3,16,-0.8099999999999999,-133.0,66,0
-479,-1,0,-352,-196,-537,0.56,-1.44,-291,-1051,-48,31,-0.78,-21.0,-31,1
-609,3,7,145,48,203,0.07,-0.9499999999999996,157,667,15,-33,1.38,-834.0,24,0
266,-7,-13,-274,-74,-487,0.08,-2.35,-296,-940,-85,15,-0.3199999999999999,-7.0,-94,1
-546,-4,-2,367,268,-213,-0.42,1.19,-574,481,77,-1,0.12,-91.0,-310,1
407,6,3,-811,-337,-1238,-0.14,-1.13,-685,-2354,-112,-18,0.06,-42.0,-69,1
20,-4,-10,-58,2,-105,0.0,0.92,-100,-401,-9,-13,-0.26,-589.0,-6,1
0,-1,-1,-83,-46,-112,0.0,-3.09,-46,-256,-37,25,-1.03,0.0,-9,1
-218,2,-7,-149,-43,-203,-1.22,-0.76,-129,-482,-7,-39,-0.31,-104.0,-22,1
-294,-3,10,324,148,254,-0.03,1.75,104,47,48,0,0.25,-35.0,40,0
1245,9,11,320,12,244,0.65,-1.4,367,1517,-32,24,0.02,560.0,-87,0
-475,-6,-7,-197,-20,-239,-0.36,2.56,-192,-532,23,13,-0.42,-259.0,-12,1
-589,-4,5,-35,-101,-176,-0.24,-2.62,5,-181,-20,-79,0.0,-476.0,-5,1
-120,8,10,141,21,209,0.45,-6.640000000000001,184,554,7,54,-1.7599999999999998,0.0,42,0
-273,6,9,57,-10,148,0.17,-4.13,149,473,-7,-12,0.0999999999999999,6.0,69,0
-1044,-6,-9,-112,-42,-200,0.0,-1.66,-151,-781,-99,24,0.7899999999999999,-182.0,-75,1
-1121,1,13,374,167,427,0.13,0.6399999999999999,189,445,17,-2,0.32,251.0,20,0
-363,-1,5,-154,74,-137,-0.2199999999999999,2.1500000000000004,-209,-322,23,1,-0.4099999999999999,-168.0,-38,0
-372,2,1,95,-58,308,-0.32,-1.18,185,615,-33,12,-0.18,119.0,71,0
-452,-4,5,-324,-102,-622,0.38,0.3600000000000001,-327,-814,-18,22,-0.94,1393.0,-60,0
-56,-3,-8,-160,-36,-280,-1.33,-0.5,-224,-604,-18,19,0.0,-154.0,-68,1
-4987,-2,-3,-489,-221,-715,0.01,-3.3000000000000003,-348,-1531,-117,-46,-0.28,700.0,-145,1
-162,1,3,-115,-6,-262,-0.71,-0.24,-236,-538,-9,22,0.0,-161.0,-91,1
72,-2,-6,-463,4,-583,-0.02,0.02,-626,-1211,-8,-4,0.62,6.0,-77,1
-784,-4,5,-683,117,-1272,-0.18,2.62,-1260,-2326,88,0,0.7300000000000001,127.0,-310,1
1329,10,0,406,-66,535,-0.1399999999999999,-0.1699999999999999,537,944,-15,6,0.03,-42.0,-59,1
1,-8,-7,-328,-19,-751,-0.28,0.14,-674,-1572,0,-31,0.23,0.0,-237,0
-484,-2,-2,-285,-64,-456,0.0,-0.4999999999999999,-344,-1271,-24,27,-0.3999999999999999,-118.0,-13,1
-680,5,17,530,165,812,0.06,-1.9,578,1618,30,-25,0.12,-560.0,111,0
-1862,-5,-9,-588,-84,-1199,0.48,1.1700000000000002,-1093,-3364,-112,5,-0.45,-822.0,-337,1
412,-9,-11,-695,-282,-834,0.47,-1.85,-426,-1786,-146,25,-0.16,-71.0,39,0
-254,-11,-9,-152,-4,-334,0.0,-0.39,-322,-744,-11,-6,0.0,0.0,-121,1
-602,8,17,587,1,1145,0.43,-1.37,1155,2234,26,11,0.2699999999999999,98.0,358,0
-2114,-7,0,-853,-87,-1095,1.57,-0.38,-704,-2542,-76,25,-1.16,238.0,-73,0
1401,4,7,213,94,335,-0.8400000000000001,0.5299999999999999,108,983,4,-14,0.06,246.0,-3,1
-728,7,3,-184,-64,-217,0.46,-2.3600000000000003,-127,-995,-115,1,0.1,-63.0,-37,1
-1268,1,1,244,53,436,-0.21,0.5800000000000001,310,825,21,5,-0.05,-700.0,124,0
-1649,-9,-22,-834,-134,-1377,-0.57,1.66,-1068,-2803,-49,2,-0.16,-254.0,-155,1
-218,-2,-1,45,-40,142,0.0,-0.7300000000000001,230,541,-43,-13,0.2699999999999999,-25.0,86,0
-1810,3,11,606,314,626,-1.3299999999999998,-0.3200000000000003,286,1223,79,-17,0.2999999999999999,84.0,-52,1
-195,-6,-11,-567,-74,-1037,-0.05,-0.0799999999999999,-616,-1967,-46,-10,-0.37,266.0,-114,1
-682,1,-2,-99,-15,-230,-0.21,0.1799999999999999,-204,-436,-6,4,0.31,-490.0,-64,1
-491,-4,-4,-13,11,-95,2.0,-0.3600000000000001,-96,-132,-13,-11,0.0,-370.0,-51,0
-365,1,0,134,-78,190,0.4,0.31,256,604,10,48,-0.86,-308.0,29,0
489,-13,-24,-407,31,-586,-0.25,0.73,-485,-1382,11,-55,0.34,364.0,-102,1
-529,3,4,31,-112,374,0.35,-1.9000000000000004,468,1153,-248,-23,0.0,1778.0,217,1
308,1,11,-66,116,-15,0.11,1.62,-225,-293,75,-4,1.5699999999999998,-378.0,-4,1
-20,3,-1,66,-82,63,-0.16,-0.56,184,278,-14,34,-0.6,119.0,9,1
-58,0,-9,-176,-121,-311,0.14,-3.0600000000000005,-181,-533,-40,-4,-0.3,-280.0,-48,0
-174,0,-5,-130,-81,-95,-0.09,-2.1900000000000004,-13,-486,-76,5,0.35,169.0,20,1
-189,2,1,-20,-5,-19,-0.51,-0.51,-20,-17,-5,-67,0.0,0.0,1,0
462,2,-8,-264,3,-381,-0.27,2.11,-292,-719,39,-27,0.92,279.0,-5,1
-2177,0,6,296,22,495,-0.35,-0.55,264,1086,6,-19,-0.43,-364.0,64,1
-637,-1,3,-5,7,-95,0.0,-0.0199999999999999,-48,-536,-14,6,0.27,-195.0,-24,1
147,5,4,-47,16,-110,0.45,-0.37,-127,-354,-12,-25,0.49,-63.0,-33,1
-1575,4,-5,-218,-182,-271,-0.1099999999999999,-1.2600000000000002,-64,-655,-45,19,-0.14,-406.0,-38,1
-700,5,10,484,149,824,-0.89,1.06,647,1834,56,16,-0.3,-189.0,197,0
-2549,-9,-22,-590,-202,-980,-0.1,-1.4499999999999995,-568,-2064,-203,-14,0.0,-266.0,-141,1
91,-2,-3,-45,-22,-144,-0.56,-0.19,-112,-202,-3,-5,-0.65,455.0,-30,1
-1015,-10,-16,-542,-91,-843,-0.66,-0.66,-653,-2091,-52,-26,0.93,-252.0,-108,1
-1581,-6,-12,-418,-240,-430,-0.0299999999999999,-0.66,-105,-1044,-96,35,-0.74,-49.0,72,0
217,6,7,278,42,347,0.29,0.2799999999999999,271,656,16,38,1.58,217.0,18,0
-1155,-1,-6,-569,-52,-804,0.35,-0.54,-605,-1334,-106,43,-0.94,-218.0,-133,1
-82,14,27,-34,343,314,0.3,-0.32,-258,154,-12,8,0.83,427.0,42,1
-721,-8,-12,-620,-17,-1024,0.35,0.3400000000000001,-900,-2335,-34,-24,1.58,-297.0,-246,1
-48,-5,-4,-156,-20,-231,0.0,-0.1899999999999999,-169,-873,0,29,-0.45,77.0,-40,0
-429,-3,-3,-139,-50,-282,0.14,-2.08,-224,-543,-35,7,-0.63,-469.0,-86,1
-71,1,12,554,70,864,0.43,-1.5,662,1812,17,6,0.57,-70.0,132,0
28,9,-5,-719,-107,-366,-0.0799999999999999,-0.57,-75,81,-42,17,-1.2,314.0,43,0
896,-5,-8,-241,1,-476,-0.29,1.23,-490,-993,19,14,0.01,-32.0,-120,1
-1402,-6,-6,107,22,191,0.34,-1.6799999999999995,129,405,-15,-26,-0.6,35.0,51,1
-266,-2,15,264,85,318,0.1599999999999999,0.6000000000000001,184,519,42,36,0.0099999999999997,239.0,-25,0
-2766,1,4,-747,62,-755,0.2299999999999999,-1.1,-751,-2023,-39,-11,-0.62,-427.0,10,1
238,-2,5,115,66,54,-0.0699999999999999,2.6,-78,147,105,22,0.4599999999999999,-148.0,-41,0
-600,1,9,1029,115,1255,0.0,2.24,1101,2902,119,23,0.15,-672.0,59,0
728,5,-7,79,-15,140,0.07,0.1100000000000001,151,273,-8,25,-1.93,147.0,34,1
-399,0,-4,111,133,256,0.0,1.1899999999999995,16,500,35,-34,-0.49,-70.0,28,1
-1238,-9,-17,-148,-30,-331,0.0,-0.33,-274,-834,-134,15,-1.62,193.0,-110,1
-549,5,8,153,45,240,-0.01,-2.26,188,486,-56,12,0.36,147.0,90,1
-1723,-7,-4,-17,-47,-72,0.8700000000000001,-0.53,-1,-134,-9,29,-1.09,-644.0,-1,1
239,-1,2,-651,-64,-1074,-0.69,-0.97,-955,-2054,-26,-24,3.13,399.0,-279,1
-903,-4,-4,-90,50,-63,0.2099999999999999,-0.3199999999999999,-110,-399,-35,1,0.69,189.0,27,1
897,-1,-24,-458,-44,-789,-0.24,-0.5,-666,-2134,-39,-46,0.12,-147.0,-156,1
-1075,-5,-10,-312,-202,-718,-0.88,0.43,-404,-1468,-22,9,0.92,-289.0,-223,0
433,-5,4,-282,-71,-527,-0.02,1.82,-400,-1070,14,-6,0.1499999999999999,229.0,-102,0
-832,-3,-11,-167,-42,-246,-0.01,-0.69,-146,-520,-36,5,-0.29,118.0,49,1
-223,2,12,361,35,446,0.0,1.28,332,1122,36,46,0.53,0.0,39,0
14,2,7,401,239,588,0.17,1.4099999999999997,272,1141,128,15,0.0,0.0,118,0
-991,-1,6,413,-124,473,0.0,-0.1799999999999999,616,1186,19,32,-1.39,-80.0,62,0
153,3,-9,-148,-72,-268,-0.25,0.1499999999999999,-202,-692,26,14,-0.64,417.0,17,1
-316,8,12,379,126,544,-0.56,3.4,297,1280,78,-5,0.1,-420.0,69,0
3223,2,2,-55,-23,-144,1.22,-0.25,-64,-168,-5,-22,-0.25,-119.0,-17,1
476,8,4,59,14,136,0.43,0.27,144,395,55,-19,0.3099999999999999,-15.0,56,0
-483,6,1,519,51,706,0.36,-0.33,619,1931,30,-7,-0.26,-147.0,74,0
489,2,-7,66,57,66,1.01,-0.72,40,242,-23,25,0.0,-62.0,-31,1
-477,4,4,179,25,402,0.16,2.28,335,976,83,0,0.0,0.0,111,0
-255,0,-4,224,11,317,0.37,0.5700000000000001,300,498,1,21,-0.06,-119.0,86,0
267,-1,-5,-263,-76,-582,0.78,-0.98,-408,-925,-67,11,-0.36,127.0,-157,1
70,-4,9,-115,40,-140,0.1999999999999999,-1.0300000000000002,-157,-906,-49,2,0.3999999999999999,210.0,-63,0
105,4,2,-102,-72,-110,0.09,-1.87,-37,-256,-27,-39,0.33,329.0,-3,1
146,2,10,-137,-50,-206,0.24,-0.05,-123,-381,-22,-5,0.1599999999999999,70.0,-5,1
-1673,-5,-14,-141,-32,-253,0.04,0.0,-293,-654,0,12,-1.54,-66.0,-73,1
-496,-1,-7,-282,-36,-755,-0.35,1.6,-678,-1627,7,-19,0.4399999999999999,-43.0,-200,0
-41,-12,-10,-511,-190,-709,0.07,-0.56,-534,-1555,-50,4,-0.14,833.0,-12,0
-260,-5,3,-147,-24,-227,-1.71,0.7,-181,-554,2,53,0.0,-154.0,-19,1
273,-2,10,202,4,398,0.26,0.55,381,1092,13,21,-0.3999999999999999,-99.0,125,0
-540,-14,-26,-444,-27,-641,0.08,-0.06,-467,-1435,-7,-32,0.47,45.0,-104,1
280,3,2,74,-18,57,-0.4,-2.23,94,56,-15,-28,0.5599999999999999,23.0,24,1
-273,7,12,538,47,809,0.51,-1.01,691,1697,38,3,0.26,-350.0,100,0
-18,-4,-3,-291,-125,-434,0.35,-1.4500000000000002,-230,-880,-74,7,-0.6499999999999999,210.0,-71,1
0,1,1,-75,51,-81,-0.52,0.5699999999999998,-130,-277,38,-26,1.17,0.0,-6,1
330,3,15,151,66,152,0.27,0.3899999999999999,56,50,13,9,1.68,-399.0,-81,1
-932,-6,-6,-263,-186,-490,-0.03,-1.56,-14,-966,-171,11,0.31,-207.0,-52,0
-274,-1,-12,-297,-124,-516,0.0,-4.2,-364,-1179,-91,-21,-0.3,-350.0,-97,1
3987,0,10,119,-2,104,-0.23,0.15,132,213,13,24,1.68,19.0,-3,0
-469,0,-4,221,-29,455,0.0,-1.14,252,764,-62,7,-0.6,-168.0,68,0
412,19,-4,207,-318,836,0.37,-4.74,1080,2441,-91,-4,-0.75,-154.0,198,1
956,4,0,-15,-68,-21,0.13,-1.1,-35,-117,-44,-18,0.26,-165.0,-74,0
-1237,-1,5,414,-113,568,0.06,-2.26,689,2169,-32,-16,0.0,-466.0,-31,1
-27,2,-2,471,-111,563,-0.1099999999999999,-0.8300000000000001,808,1311,-41,-25,-0.39,-504.0,50,0
-361,-7,1,404,53,280,-0.69,1.2700000000000002,221,1055,92,28,-0.5399999999999999,7.0,-167,1
539,0,-7,49,8,43,1.26,-2.25,76,-138,-59,-26,-0.3399999999999999,-44.0,22,0
-778,-3,-3,-40,-51,67,0.38,-1.7,80,25,-35,6,-0.82,-357.0,80,0
-113,9,5,-446,-196,-525,0.5800000000000001,-1.18,-325,-1326,-154,-4,0.06,-170.0,43,1
-275,3,-1,-217,-11,-327,-0.41,1.04,-279,-1029,6,5,-0.47,71.0,-63,1
-105,-1,4,-138,13,-94,0.0,-0.23,-120,-329,0,-14,-0.23,-105.0,15,1
-2121,-7,1,-308,63,-665,-0.18,0.01,-587,-1767,-29,-19,0.62,147.0,-93,0
133,-3,2,-352,-80,-518,0.0,1.7199999999999998,-341,-1223,0,-50,-0.79,133.0,-62,1
-62,3,1,93,41,105,-0.8,1.53,64,255,8,-4,1.83,0.0,4,0
46,3,-4,-113,30,-83,-0.27,0.5099999999999998,-107,-139,18,10,0.26,-41.0,5,1
-1680,5,9,74,-12,112,0.23,-2.87,142,656,-14,-47,-0.96,-195.0,13,0
76,-9,-3,-36,30,-110,1.33,0.1099999999999999,-147,-317,6,-21,0.0,14.0,-55,1
-91,5,-24,-387,-304,-394,0.2799999999999999,-1.05,49,-722,-30,4,-1.0,287.0,-14,1
-21,-5,-9,-487,50,-999,-0.27,2.94,-1030,-2545,-14,1,-0.0299999999999999,152.0,-362,1
-503,-4,-4,-599,-248,-749,0.76,0.1299999999999999,-452,-1835,-90,-52,-0.35,209.0,-7,1
-1204,1,-7,100,38,74,0.23,-0.4700000000000002,-3,257,-37,-15,0.12,-307.0,-22,0
-595,7,26,544,33,940,0.06,-0.4800000000000001,891,1508,-10,3,0.24,-223.0,158,0
-904,-2,-2,-217,-74,-393,-0.89,3.68,-294,-679,-5,-59,0.94,-210.0,-119,0
-41,-1,-2,-43,-45,-51,0.0,-3.09,-18,-122,-40,-17,-1.03,-119.0,-2,1
-1532,1,10,425,113,732,-0.19,-1.19,562,1585,15,-4,-0.1099999999999999,-57.0,179,1
-1450,0,3,-206,-4,-220,0.3,-0.2299999999999999,-211,-442,-19,-18,-0.0399999999999999,-345.0,19,1
-407,-4,6,628,329,926,0.1599999999999999,1.57,430,1710,117,27,-0.76,-224.0,5,0
-679,-1,-15,-76,28,-121,-0.5,0.74,-127,-121,7,-5,0.18,-378.0,-2,1
0,4,9,251,52,320,1.85,0.84,217,626,14,52,0.17,0.0,34,0
0,0,-8,-182,-85,-190,0.0,-4.14,-82,-364,-58,-31,-1.02,0.0,3,1
-367,5,-8,68,18,226,-0.08,-2.64,175,665,-68,-19,-0.2,-385.0,146,1
-1239,-4,-1,200,-20,155,-0.21,1.05,132,809,46,-1,-0.51,161.0,-56,0
1602,9,11,167,-36,450,0.07,-1.59,413,878,-14,-21,0.1599999999999999,-71.0,174,1
-531,-6,-4,-477,-23,-793,-0.2099999999999999,0.5800000000000001,-692,-1323,0,-31,1.37,-126.0,-164,0
-784,-1,5,19,-2,12,0.55,-0.1099999999999999,22,-121,-9,-6,0.83,-560.0,-8,0
1226,-7,-7,23,14,82,-0.1699999999999999,-0.26,51,182,-2,-4,0.2899999999999999,441.0,15,1
-392,-5,-10,-561,-174,-774,-0.3,-0.66,-562,-1781,-48,-58,1.5100000000000002,238.0,-88,0
-385,1,18,1086,267,1669,0.32,0.3099999999999998,1253,2909,84,70,0.16,0.0,415,0
-140,-1,-5,-221,-8,-385,-0.3500000000000001,0.76,-383,-1130,13,-9,0.67,0.0,-78,0
119,0,-4,-541,55,-747,-0.01,2.41,-808,-1869,81,4,0.61,-147.0,-159,1
-91,-5,-8,-76,2,-128,-0.47,0.58,-106,-261,5,-25,-0.4499999999999999,-27.0,-20,1
419,5,8,224,-49,544,-0.08,-3.43,511,1051,-52,-15,0.15,400.0,248,1
1247,17,23,469,14,744,0.38,0.44,700,1459,35,-31,0.6,0.0,158,0
-743,-3,0,-104,-25,-117,0.0,-1.0,-47,-336,-5,-12,-0.55,0.0,6,0
533,-3,-1,296,-49,549,0.21,-3.31,598,896,-61,-11,-0.1,174.0,128,0
-883,1,-5,-667,-17,-860,-0.3,-0.3,-793,-1700,-28,1,0.88,-321.0,-17,1
-3093,-6,-5,-303,-50,-332,0.09,-2.69,-212,-1193,-94,-81,1.5200000000000002,-2160.0,15,0
-1364,-3,-12,-194,0,-383,0.01,0.4300000000000001,-396,-1685,-21,14,-0.4399999999999999,77.0,-113,1
-1033,2,4,655,119,1124,-0.55,-0.6600000000000001,845,2151,11,-13,-0.0399999999999999,0.0,194,0
1036,0,-13,-677,-65,-914,0.52,-1.23,-822,-1979,-61,8,0.0299999999999999,63.0,-95,1
-455,10,-6,-100,0,-460,-0.04,0.3799999999999999,-212,-512,-20,-7,0.52,966.0,-132,1
-868,2,5,627,40,686,0.0,-0.97,609,1428,6,-3,0.0,-559.0,-5,1
-832,2,5,198,1,266,0.0,-1.41,220,510,-4,58,0.0,0.0,6,0
-630,3,7,185,10,393,-0.1899999999999999,1.54,341,978,79,17,-0.35,62.0,90,0
-314,-1,-13,-560,-74,-872,-0.43,-0.79,-656,-1730,-25,-73,0.16,-83.0,-138,1
-342,5,1,159,76,95,-0.05,0.22,24,465,25,17,0.41,-342.0,-92,1
539,6,-2,-79,59,17,-0.98,1.86,-97,-180,18,7,-0.31,-7.0,-14,1
-1798,-11,-8,-567,-17,-909,-0.32,2.07,-827,-2074,-18,-50,0.0,-601.0,-211,1
-350,-4,-9,-378,-262,-416,-0.33,0.4499999999999999,-91,-744,-8,-8,0.14,-86.0,26,1
1644,3,2,-117,56,-6,-0.1699999999999999,-0.8499999999999999,-145,-289,-1,-39,0.72,362.0,65,1
-1799,-7,-21,-216,-11,-299,-0.34,-1.31,-276,-625,-21,-19,0.78,-840.0,-62,0
36,0,0,181,143,309,0.17,-0.7000000000000002,58,675,12,-4,-0.1999999999999999,-175.0,9,0
-911,-5,5,-183,-13,-279,-0.15,-0.52,-222,-621,-10,-38,-0.06,-475.0,-29,0
-1454,0,-2,3,16,-3,-0.58,2.16,24,-47,1,5,-0.5999999999999999,-798.0,-2,0
-2041,-2,-6,-336,7,-656,0.13,1.09,-652,-1180,25,-17,0.3,-156.0,-169,0
545,0,12,162,33,178,-0.14,1.62,121,583,83,38,0.09,-77.0,-8,0
244,2,-3,-1773,-107,-2747,0.0,0.37,-2471,-5693,9,-23,0.76,-84.0,-262,1
136,10,15,325,48,526,0.45,-1.6999999999999995,430,1502,-16,-15,-0.44,-84.0,79,1
959,2,-10,-421,24,-1007,-0.21,0.52,-1117,-2518,-43,-10,0.1400000000000001,406.0,-384,1
-721,-2,-15,-207,-72,-329,-0.57,1.9800000000000004,-164,-578,-7,24,0.3399999999999998,-41.0,-47,0
-273,4,2,555,-36,734,0.3199999999999999,-1.53,762,1878,-15,-12,-0.62,-976.0,80,0
-1106,-10,-14,-895,-111,-1502,0.42,0.4199999999999999,-1231,-2993,-39,-16,0.2199999999999999,29.0,-325,1
3146,1,5,398,55,588,-0.26,0.15,594,1484,-1,15,0.22,-273.0,118,1
-1849,-1,-2,-123,-24,-197,-0.3,0.7600000000000001,-137,-811,0,20,-1.67,-1067.0,-30,0
-230,3,-9,-285,-158,-359,-0.1399999999999999,0.9300000000000002,-130,-449,-49,0,-0.41,-77.0,32,1
-736,1,-3,59,33,59,-0.4299999999999999,0.3,24,204,13,20,-0.08,-93.0,25,1
-127,5,-4,115,-10,99,-0.11,-0.6600000000000001,119,228,-1,-4,0.98,-63.0,-22,0
3146,5,5,88,40,178,0.09,1.22,165,521,76,13,1.13,-77.0,50,0
16,-5,-3,-5,60,44,-0.69,1.12,-139,-447,25,-16,-0.08,301.0,9,1
-554,7,15,995,17,1214,-0.2299999999999999,0.33,1125,3074,24,-31,0.08,-49.0,75,0
442,-3,0,-42,0,-135,-0.17,1.09,-129,-429,-3,45,-0.5,-251.0,-71,0
498,-2,-11,-4,-8,-4,0.35,-0.6500000000000004,26,114,12,14,-1.4,385.0,2,1
274,1,-5,34,69,-49,-0.51,0.7899999999999998,-190,-644,-3,20,0.1099999999999999,-66.0,-37,1
